D-3783-2009,"Gomes, Luis",---,---,Meeting,---,"From Petri net models to C implementation of digital controllers","IEEE INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS (ISIE 2010)",---,---,undefined,2163-5137,2010,WBS,empty,empty
F-6826-2011,"Oliveira, Henrique",---,---,Meeting,---,"IMPROVED ROAD CRACK DETECTION BASED ON ONE-CLASS PARZEN DENSITY ESTIMATION AND ENTROPY REDUCTION","2010 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING",---,---,10.1109/ICIP.2010.5653305,1522-4880,2010,WBS,empty,empty
DAC-8796-2022,"Lanca, Artur",---,---,Meeting,---,"Research focused on the concepts of ontologies","SISTEMAS Y TECNOLOGIAS DE INFORMACION",---,---,undefined,undefined,2010,WBS,empty,empty
DTS-8052-2022,"Silva, Rui Miguel",---,---,Meeting,---,"Enhanced Chaotic Stream Cipher for WSNs","FIFTH INTERNATIONAL CONFERENCE ON AVAILABILITY, RELIABILITY, AND SECURITY: ARES 2010, PROCEEDINGS",---,---,10.1109/ARES.2010.93,undefined,2010,WBS,empty,empty
KGT-4149-2024,"Santos, Joao Filipe",---,---,Article,---,"Spatial and temporal variability of droughts in Portugal","WATER RESOURCES RESEARCH",---,---,10.1029/2009WR008071,0043-1397,2010,WBS,empty,empty
HVL-4788-2023,"Agostinho, Sergio",---,---,Article,---,"ASPECT-ORIENTED SPECIFICATION: A CASE STUDY IN SPACE DOMAIN","INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING",---,---,10.1142/S0218194010004943,0218-1940,2010,WBS,empty,empty
GCJ-5992-2022,"Encinar, J. M.",---,---,Article,---,"Rape oil transesterification over heterogeneous catalysts","FUEL PROCESSING TECHNOLOGY",---,---,10.1016/j.fuproc.2010.05.034,0378-3820,2010,WBS,empty,empty
DVN-4857-2022,"Ribeiro, Jose",---,---,Meeting,---,"An Ecore based Petri net Type Definition for PNML IOPT Models","2011 9TH IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN)",---,---,undefined,1935-4576,2011,WBS,empty,empty
FYA-8419-2022,"Saramago, I. S.",---,---,Meeting,---,"An Olive Grove in Biological Production Mode","XXVIII INTERNATIONAL HORTICULTURAL CONGRESS ON SCIENCE AND HORTICULTURE FOR PEOPLE (IHC2010): OLIVE TRENDS SYMPOSIUM - FROM THE OLIVE TREE TO OLIVE OIL: NEW TRENDS AND FUTURE CHALLENGES",---,---,undefined,0567-7572,2011,WBS,empty,empty
JQS-2418-2023,"Pereira, Antonio",---,---,Article,---,"HISTORICAL ANALYSIS OF PORTUGUESE PHYSICAL EDUCATION PROGRAMS (1948-2000)","MATERIALES PARA LA HISTORIA DEL DEPORTE",---,---,undefined,2340-7166,2011,WBS,empty,empty
IZU-3070-2023,"Matos, Jose Manuel",---,---,Meeting,---,"TEACHER TRAINING AT PEDRO NUNES NORMAL SECONDARY SCHOOL (1956-1969)","PROCEEDINGS OF THE SEVENTH CONGRESS OF THE EUROPEAN SOCIETY FOR RESEARCH IN MATHEMATICS EDUCATION (CERME 7)",---,---,undefined,undefined,2011,WBS,empty,empty
AAA-6278-2021,"Alvarenga, Nuno B.",---,---,Meeting,---,"Sensory properties of macaroni with and without green banana pulp and the application of <SUP>60</SUP>Cobalt Ionizing Radiation","11TH INTERNATIONAL CONGRESS ON ENGINEERING AND FOOD (ICEF11)",---,---,10.1016/j.profoo.2011.09.292,2211-601X,2011,WBS,empty,empty
I-3493-2012,"Cordeiro, Maria Joao",---,---,Article,---,"Portuguese 'to go': language representations in tourist guides","LANGUAGE AND INTERCULTURAL COMMUNICATION",---,---,10.1080/14708477.2011.613476,1470-8477,2011,WBS,empty,empty
I-3493-2012,"Cordeiro, Maria Joao",---,---,Article,---,"Perpetuating tourism imaginaries: guidebooks and films on Lisbon Perpetuer les imaginaires touristiques: guides touristiques et films sur Lisbonne","JOURNAL OF TOURISM AND CULTURAL CHANGE",---,---,10.1080/14766825.2011.620123,1476-6825,2011,WBS,empty,empty
IKG-4091-2023,"Barbosa, Paulo",---,---,Meeting,---,"SysVeritas: A Framework for Verifying IOPT Nets and Execution Semantics within Embedded Systems Design","TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",---,---,undefined,1868-4238,2011,WBS,empty,empty
FYY-9408-2022,"Pais, Rui",---,---,Meeting,---,"Towards Statecharts to Input-Output Place Transition Nets Transformations","TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",---,---,undefined,1868-4238,2011,WBS,empty,empty
A-7144-2012,"Moutinho, Filipe",---,---,Meeting,---,"Petri Net Based Specification and Verification of Globally-Asynchronous-Locally-Synchronous System","TECHNOLOGICAL INNOVATION FOR SUSTAINABILITY",---,---,undefined,1868-4238,2011,WBS,empty,empty
FYI-8694-2022,"Bilau, Jose Jacinto",---,---,Article,---,"Government and management of higher education institutions in Portugal: the case of polytechnic institutes","REVISTA IBEROAMERICANA DE EDUCACION",---,---,undefined,1022-6508,2011,WBS,empty,empty
X-9104-2019,"Loureiro, N.",---,---,Abstract,---,"Neighbourhood and physical activities of Portuguese adolescents","EUROPEAN JOURNAL OF PUBLIC HEALTH",---,---,undefined,1101-1262,2010,WBS,empty,empty
IOR-1696-2023,"Santiago, E.",---,---,Abstract,---,"VITAL EXHAUSTION, ANXIETY AND PERSONALITY IN INTENSIVE CARE","INTENSIVE CARE MEDICINE",---,---,undefined,0342-4642,2011,WBS,empty,empty
KGT-4149-2024,"Santos, Joao Filipe",---,---,Article,---,"Regional Frequency Analysis of Droughts in Portugal","WATER RESOURCES MANAGEMENT",---,---,10.1007/s11269-011-9869-z,0920-4741,2011,WBS,empty,empty
AAC-2142-2022,"Salgueiro, Pedro",---,---,Meeting,---,"Using Constraints for Intrusion Detection: The NeMODe System","PRACTICAL ASPECTS OF DECLARATIVE LANGUAGES",---,---,undefined,0302-9743,2011,WBS,empty,empty
DMN-1788-2022,"Portugal, J. M.",---,---,Article,---,"Evaluation of Economic Levels for the Solanum americanum x Tomato Crop Interaction using Multiple Models","PLANTA DANINHA",---,---,10.1590/S0100-83582011000400005,0100-8358,2011,WBS,empty,empty
ELC-0483-2022,"Bicho, Natalina Cavaco",---,---,Article,---,"Identification of nutritional descriptors of roasting intensity in beverages of Arabica and Robusta coffee beans","INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION",---,---,10.3109/09637486.2011.588594,0963-7486,2011,WBS,empty,empty
GPY-2203-2022,"Macedo, A.",---,---,Meeting,---,"Application of ultrafiltration for valorization of ovine cheese whey","EUROMEMBRANE CONFERENCE 2012",---,---,10.1016/j.proeng.2012.09.005,1877-7058,2012,WBS,empty,empty
HJY-1382-2023,"Barros, Joao Paulo",---,---,Meeting,---,"Towards a Complete Description for Individual Course Units A follow-up to the Bologna proposals","2012 15TH INTERNATIONAL CONFERENCE ON INTERACTIVE COLLABORATIVE LEARNING (ICL)",---,---,undefined,undefined,2012,WBS,empty,empty
K-9083-2017,"Alvarenga, Paula",---,---,Article,---,"A contribution towards the risk assessment of soils from the Sao Domingos Mine (Portugal): Chemical, microbial and ecotoxicological indicators","ENVIRONMENTAL POLLUTION",---,---,10.1016/j.envpol.2011.09.044,0269-7491,2012,WBS,empty,empty
FYY-9408-2022,"Pais, Rui",---,---,Meeting,---,"From UML State Machines to Petri nets: History Attribute Translation Strategies","IECON 2011: 37TH ANNUAL CONFERENCE ON IEEE INDUSTRIAL ELECTRONICS SOCIETY",---,---,undefined,1553-572X,2011,WBS,empty,empty
GCJ-5992-2022,"Encinar, J. M.",---,---,Article,---,"Soybean oil transesterification by the use of a microwave flow system",FUEL,---,---,10.1016/j.fuel.2011.11.010,0016-2361,2012,WBS,empty,empty
JJS-7516-2023,"Guia, Cidalia",---,---,Article,---,"Community intervention in higher education of environmental health","REVISTA DE SALUD AMBIENTAL",---,---,undefined,1577-9572,2012,WBS,empty,empty
ISV-0535-2023,"Mota, Ines",---,---,Article,---,"Extraction of Polyphenolic Compounds from <i>Eucalyptus globulus</i> Bark: Process Optimization and Screening for Biological Activity","INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH",---,---,10.1021/ie300103z,0888-5885,2012,WBS,empty,empty
GCJ-5992-2022,"Encinar, J. M.",---,---,Article,---,"Transesterification of castor oil under ultrasonic irradiation conditions. Preliminary results","FUEL PROCESSING TECHNOLOGY",---,---,10.1016/j.fuproc.2011.12.033,0378-3820,2012,WBS,empty,empty
CJY-3752-2022,"Xavier, Marinez de Oliveira",---,---,Article,---,"PROTECTION TO THE TOURIST AS CONSUMER IN THE TRANSPORT CONTRACT","ANUARIO TURISMO Y SOCIEDAD",---,---,undefined,0120-7555,2012,WBS,empty,empty
GCU-3050-2022,"Prazeres, Ana R.",---,---,Review,---,"Cheese whey management: A review","JOURNAL OF ENVIRONMENTAL MANAGEMENT",---,---,10.1016/j.jenvman.2012.05.018,0301-4797,2012,WBS,empty,empty
AGE-7174-2022,"Velez, Zelia",---,---,Article,---,"Biological Characterization of <i>Cynara</i> <i>cardunculus</i> L. Methanolic Extracts: Antioxidant, Anti-proliferative, Anti-migratory and Anti-angiogenic Activities",AGRICULTURE-BASEL,---,---,10.3390/agriculture2040472,2077-0472,2012,WBS,empty,empty
P-3929-2019,"Almeida, Tania",---,---,Article,---,"Molecular characterization of <i>Quercus suber</i> MYB1, a transcription factor up-regulated in cork tissues","JOURNAL OF PLANT PHYSIOLOGY",---,---,10.1016/j.jplph.2012.08.023,0176-1617,2013,WBS,empty,empty
A-6034-2018,"Guerreiro, O.",---,---,Article,---,"Molecular screening of ovine mastitis in different breeds","JOURNAL OF DAIRY SCIENCE",---,---,10.3168/jds.2012-5519,0022-0302,2013,WBS,empty,empty
C-1514-2017,"Carvalho, Fatima",---,---,Review,---,"Cheese whey wastewater: Characterization and treatment","SCIENCE OF THE TOTAL ENVIRONMENT",---,---,10.1016/j.scitotenv.2012.12.038,0048-9697,2013,WBS,empty,empty
F-6826-2011,"Oliveira, Henrique",---,---,Article,---,"Automatic Road Crack Detection and Characterization","IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS",---,---,10.1109/TITS.2012.2208630,1524-9050,2013,WBS,empty,empty
ELC-0483-2022,"Bicho, Natalina Cavaco",---,---,Article,---,"Identification of Chemical Clusters Discriminators of Arabica and Robusta Green Coffee","INTERNATIONAL JOURNAL OF FOOD PROPERTIES",---,---,10.1080/10942912.2011.573114,1094-2912,2013,WBS,empty,empty
U-1916-2017,"Ramos, Patricia",---,---,Article,---,"Valorization of olive mill residues: Antioxidant and breast cancer antiproliferative activities of hydroxytyrosol-rich extracts derived from olive oil by-products","INDUSTRIAL CROPS AND PRODUCTS",---,---,10.1016/j.indcrop.2013.02.020,0926-6690,2013,WBS,empty,empty
KGT-4149-2024,"Santos, Joao Filipe",---,---,Article,---,"Dimensionality reduction in drought modelling","HYDROLOGICAL PROCESSES",---,---,10.1002/hyp.9300,0885-6087,2013,WBS,empty,empty
HJY-1382-2023,"Barros, Joao Paulo",---,---,Meeting,---,"On the Verification of Non-autonomous Petri Net Models Using Autonomous Petri Net Tools","38TH ANNUAL CONFERENCE ON IEEE INDUSTRIAL ELECTRONICS SOCIETY (IECON 2012)",---,---,undefined,1553-572X,2012,WBS,empty,empty
GCU-3050-2022,"Prazeres, Ana R.",---,---,Article,---,"Growth and development of tomato plants <i>Lycopersicon Esculentum Mill</i>. under different saline conditions by fertirrigation with pretreated cheese whey wastewater","WATER SCIENCE AND TECHNOLOGY",---,---,10.2166/wst.2013.085,0273-1223,2013,WBS,empty,empty
AAY-6262-2021,"Bras, Teresa",---,---,Article,---,"Recovering bioethanol from olive bagasse fermentation by nanofiltration","DESALINATION AND WATER TREATMENT",---,---,10.1080/19443994.2013.770216,1944-3994,2013,WBS,empty,empty
K-9083-2017,"Alvarenga, Paula",---,---,Article,---,"A study on As, Cu, Pb and Zn (bio)availability in an abandoned mine area (Sao Domingos, Portugal) using chemical and ecotoxicological tools","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH",---,---,10.1007/s11356-013-1649-2,0944-1344,2013,WBS,empty,empty
IZO-2294-2023,"Gomes, Fabio P.",---,---,Article,---,"Production of bacterial cellulose by <i>Gluconacetobacter sacchari</i> using dry olive mill residue","BIOMASS & BIOENERGY",---,---,10.1016/j.biombioe.2013.02.004,0961-9534,2013,WBS,empty,empty
I-1365-2016,"Quaresma, Claudia",---,---,Article,---,"Vertebral Metrics: Application of a New Mechanical Instrument to Evaluate the Spinal","ACTA MEDICA PORTUGUESA",---,---,undefined,1646-0758,2013,WBS,empty,empty
K-9083-2017,"Alvarenga, P.",---,---,Article,---,"THE EFFECT OF COMPOST TREATMENTS AND A PLANT COVER WITH <i>AGROSTIS TENUIS</i> ON THE IMMOBILIZATION/MOBILIZATION OF TRACE ELEMENTS IN A MINE-CONTAMINATED SOIL","INTERNATIONAL JOURNAL OF PHYTOREMEDIATION",---,---,10.1080/15226514.2012.759533,1522-6514,2014,WBS,empty,empty
GCU-3050-2022,"Prazeres, Ana R.",---,---,Article,---,"Pretreated cheese whey wastewater management by agricultural reuse: Chemical characterization and response of tomato plants <i>Lycopersicon esculentum</i> Mill. under salinity conditions","SCIENCE OF THE TOTAL ENVIRONMENT",---,---,10.1016/j.scitotenv.2013.06.080,0048-9697,2013,WBS,empty,empty
U-1916-2017,"Ramos, Patricia A. B.",---,---,Article,---,"Lipophilic Extracts of <i>Cynara cardunculus</i> L. var. <i>altilis</i> (DC): A Source of Valuable Bioactive Terpenic Compounds","JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY",---,---,10.1021/jf402253a,0021-8561,2013,WBS,empty,empty
P-3929-2019,"Almeida, Tania",---,---,Article,---,"<i>QsMYB1</i> expression is modulated in response to heat and drought stresses and during plant recovery in <i>Quercus suber</i>","PLANT PHYSIOLOGY AND BIOCHEMISTRY",---,---,10.1016/j.plaphy.2013.10.007,0981-9428,2013,WBS,empty,empty
IGM-5188-2023,"Serra, Miguel",---,---,Article,---,"THE BRONZE AGE STELA FROM MONTE DO ULMO (SANTA VITORIA, BEJA)","CONIMBRIGA-REVISTA DE ARQUEOLOGIA",---,---,10.14195/1647-8657_53_1,0084-9189,2014,WBS,empty,empty
D-3783-2009,"Gomes, Luis",---,---,Meeting,---,"Extending Input-Output Place-Transition Petri nets for Distributed Controller Systems development","2014 INTERNATIONAL CONFERENCE ON MECHATRONICS AND CONTROL (ICMC)",---,---,undefined,undefined,2014,WBS,empty,empty
KBH-5917-2024,"Oliveira, Henrique",---,---,Meeting,---,"<i>CrackIT</i> - AN IMAGE PROCESSING TOOLBOX FOR CRACK DETECTION AND CHARACTERIZATION","2014 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP)",---,---,undefined,1522-4880,2014,WBS,empty,empty
F-6826-2011,"Oliveira, Henrique",---,---,Meeting,---,"ACCELERATED UNSUPERVISED FILTERING FOR THE SMOOTHING OF ROAD PAVEMENT SURFACE IMAGERY","2014 PROCEEDINGS OF THE 22ND EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)",---,---,undefined,2076-1465,2014,WBS,empty,empty
FXZ-2487-2022,"Martins, Joao C.",---,---,Meeting,---,"NONLINEAR SYSTEM IDENTIFICATION USING CONSTELLATION BASED MULTIPLE MODEL ADAPTIVE ESTIMATORS","2014 PROCEEDINGS OF THE 22ND EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)",---,---,undefined,2076-1465,2014,WBS,empty,empty
G-3893-2011,"Domingues, Rui M. A.",---,---,Article,---,"Bioactive Triterpenic Acids: From Agroforestry Biomass Residues to Promising Therapeutic Tools","MINI-REVIEWS IN ORGANIC CHEMISTRY",---,---,10.2174/1570193X113106660001,1570-193X,2014,WBS,empty,empty
GCU-3050-2022,"Prazeres, Ana R.",---,---,Article,---,"Fenton-like application to pretreated cheese whey wastewater","JOURNAL OF ENVIRONMENTAL MANAGEMENT",---,---,10.1016/j.jenvman.2013.07.016,0301-4797,2013,WBS,empty,empty
KGT-4149-2024,"Santos, Joao Filipe",---,---,Article,---,"Spring drought prediction based on winter NAO and global SST in Portugal","HYDROLOGICAL PROCESSES",---,---,10.1002/hyp.9641,0885-6087,2014,WBS,empty,empty
AAY-6262-2021,"Bras, Teresa",---,---,Article,---,"Detoxification of hemicellulosic hydrolysates from extracted olive pomace by diananofiltration","PROCESS BIOCHEMISTRY",---,---,10.1016/j.procbio.2013.09.017,1359-5113,2014,WBS,empty,empty
HZA-8686-2023,"Ribeiro, Joana Sousa",---,---,Review,---,"Health professionals moving to ... and from Portugal","HEALTH POLICY",---,---,10.1016/j.healthpol.2013.05.009,0168-8510,2014,WBS,empty,empty
K-9083-2017,"Alvarenga, Paula",---,---,Article,---,"Field study on the accumulation of trace elements by vegetables produced in the vicinity of abandoned pyrite mines","SCIENCE OF THE TOTAL ENVIRONMENT",---,---,10.1016/j.scitotenv.2013.10.087,0048-9697,2014,WBS,empty,empty
G-4112-2016,"Palma, P.",---,---,Article,---,"Spatial and temporal variability of the water and sediments quality in the Alqueva reservoir (Guadiana Basin; southern Portugal)","SCIENCE OF THE TOTAL ENVIRONMENT",---,---,10.1016/j.scitotenv.2013.10.035,0048-9697,2014,WBS,empty,empty
A-6945-2013,"Martins, Leonardo",---,---,Article,---,"Intelligent Chair Sensor: Classification and Correction of Sitting Posture","INTERNATIONAL JOURNAL OF SYSTEM DYNAMICS APPLICATIONS",---,---,10.4018/ijsda.2014040105,2160-9772,2014,WBS,empty,empty
G-4112-2016,"Palma, P.",---,---,Article,---,"Integrated environmental assessment of freshwater sediments: a chemical and ecotoxicological approach at the Alqueva reservoir","ENVIRONMENTAL GEOCHEMISTRY AND HEALTH",---,---,10.1007/s10653-013-9559-2,0269-4042,2014,WBS,empty,empty
K-5912-2016,"Manzano, Rebeca",---,---,Article,---,"Amendment application in a multi-contaminated mine soil: effects on soil enzymatic activities and ecotoxicological characteristics","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH",---,---,10.1007/s11356-013-2412-4,0944-1344,2014,WBS,empty,empty
I-2146-2014,"Correia, Barbara",---,---,Article,---,"Analysis of the expression of putative heat-stress related genes in relation to thermotolerance of cork oak","JOURNAL OF PLANT PHYSIOLOGY",---,---,10.1016/j.jplph.2013.12.004,0176-1617,2014,WBS,empty,empty
C-5616-2012,"Pereira-Leal, Jose B.",---,---,Article,---,"A comprehensive assessment of the transcriptome of cork oak (<i>Quercus suber</i>) through EST sequencing","BMC GENOMICS",---,---,10.1186/1471-2164-15-371,1471-2164,2014,WBS,empty,empty
HJY-1382-2023,"Barros, Joao Paulo",---,---,Meeting,---,"Curricular Unit Specification for Programme Assessment Fostering teacher reflection, while improving course catalogues","2013 1ST INTERNATIONAL CONFERENCE OF THE PORTUGUESE SOCIETY FOR ENGINEERING EDUCATION (CISPEE)",---,---,undefined,undefined,2013,WBS,empty,empty
GCU-3050-2022,"Prazeres, Ana R.",---,---,Article,---,"Reuse of pretreated cheese whey wastewater for industrial tomato production (<i>Lycopersicon esculentum</i> Mill.)","AGRICULTURAL WATER MANAGEMENT",---,---,10.1016/j.agwat.2014.04.002,0378-3774,2014,WBS,empty,empty
E-8750-2017,"Pardo, T.",---,---,Article,---,"Efficiency of soil organic and inorganic amendments on the remediation of a contaminated mine soil: II. Biological and ecotoxicological evaluation",CHEMOSPHERE,---,---,10.1016/j.chemosphere.2014.03.017,0045-6535,2014,WBS,empty,empty
G-4112-2016,"Palma, P.",---,---,Article,---,"Risk assessment of pesticides detected in surface water of the Alqueva reservoir (Guadiana basin, southern of Portugal)","SCIENCE OF THE TOTAL ENVIRONMENT",---,---,10.1016/j.scitotenv2014.04.088,0048-9697,2014,WBS,empty,empty
FYY-9408-2022,"Pais, Rui",---,---,Meeting,---,"From SysML State Machines to Petri Nets Using ATL Transformations","TECHNOLOGICAL INNOVATION FOR COLLECTIVE AWARENESS SYSTEMS",---,---,undefined,1868-4238,2014,WBS,empty,empty
DFD-1607-2022,"Marchand, L.",---,---,Article,---,"Root biomass production in populations of six rooted macrophytes in response to Cu exposure: Intra-specific variability versus constitutive-like tolerance","ENVIRONMENTAL POLLUTION",---,---,10.1016/j.envpol.2014.07.001,0269-7491,2014,WBS,empty,empty
AAA-6278-2021,"Alvarenga, N. B.",---,---,Article,---,"Shelf-life extension of cheese: frozen storage","HANDBOOK OF CHEESE IN HEALTH: PRODUCTION, NUTRITION AND MEDICAL SCIENCES",---,---,10.3920/978-90-8686-7660-0_6,2212-375X,2013,WBS,empty,empty
JHG-1914-2023,"Jeronimo, E.",---,---,Article,---,"Sensory characteristics of cheese","HANDBOOK OF CHEESE IN HEALTH: PRODUCTION, NUTRITION AND MEDICAL SCIENCES",---,---,10.3920/978-90-8686-7660-0_3,2212-375X,2013,WBS,empty,empty
U-1916-2017,"Ramos, Patricia A. B.",---,---,Article,---,"Phenolic composition and antioxidant activity of different morphological parts of <i>Cynara cardunculus</i> L. var. <i>altilis</i> (DC)","INDUSTRIAL CROPS AND PRODUCTS",---,---,10.1016/j.indcrop.2014.07.042,0926-6690,2014,WBS,empty,empty
L-1698-2014,"Sanchez-Oliva, David",---,---,Article,---,"Validation of the Basic Psychological Needs Questionnaire in Portugal","PSICOLOGIA-REFLEXAO E CRITICA",---,---,10.1590/1678-7153.201427,0102-7972,2014,WBS,empty,empty
DTX-0120-2022,"Guerra, A. R.",---,---,Abstract,---,"Role of triterpenic acids on thrombin regulation and PAR1 signaling","PLANTA MEDICA",---,---,undefined,0032-0943,2014,WBS,empty,empty
U-1916-2017,"Ramos, P.",---,---,Abstract,---,"Antitumoral and antioxidant activities of lipophilic and phenolic extracts from <i>Cynara cardunculus</i> L. var. <i>altilis</i> (DC)","PLANTA MEDICA",---,---,undefined,0032-0943,2014,WBS,empty,empty
DTX-0120-2022,"Guerra, A.",---,---,Abstract,---,"Anti-tumoral activity of lipophilic <i>Eucalyptus</i> bark extracts, enriched on triterpenic acids, against breast cancer cells","PLANTA MEDICA",---,---,undefined,0032-0943,2014,WBS,empty,empty
P-6312-2017,"Portela, M. M.",---,---,Meeting,---,"Drought analysis in Slovakia: regionalization, frequency analysis and precipitation thresholds","RIVER BASIN MANAGEMENT VIII",---,---,10.2495/RM150211,1743-3541,2015,WBS,empty,empty
