id,titulo,tipo,tiposFonte,fonteTitulo,ano_publicacao,volume,issue,paginas,paginasInicio,paginasFim,numeroPaginas,researcherIds,organizacoes,linkRegistro,linkReferencias,linkRelacionados,citacoes,issn,isbn,doi,keywordsAutor,orcids_autores,departamento,autores,origem
WOS:000468021100018,"Combined effects of irrigation management and nitrogen fertilization on soft wheat productive responses under Mediterranean conditions",Meeting,"Proceedings Paper","FIRST INTERNATIONAL SCIENTIFIC CONFERENCE ON ECOLOGICAL AND ENVIRONMENTAL ENGINEERING 2018",2019,86,undefined,undefined,undefined,undefined,4,"KML-5585-2024, DYR-8555-2022, DVJ-4304-2022, CFT-3808-2022, BBD-1692-2021, FQG-9196-2022, EXU-5394-2022, DMM-9647-2022, CKZ-1472-2022, DPN-9705-2022, I-5402-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000468021100018&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000468021100018&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000468021100018&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2267-1242,undefined,10.1051/e3sconf/20198600019,,0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:000495594000020,"Using CAQDAS in Visual Data Analysis: A Systematic Literature Review",Meeting,"Proceedings Paper","COMPUTER SUPPORTED QUALITATIVE RESEARCH: NEW TRENDS ON QUALITATIVE RESEARCH",2019,861,undefined,235-247,235,247,13,"AFE-6018-2022, IZP-7966-2023, T-6311-2017",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000495594000020&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000495594000020&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000495594000020&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2194-5357,978-3-030-01405-6,10.1007/978-3-030-01406-3_20,"Systematic Literature Review, Visual research, Visual methods, Visual data analysis, CAQDAS",0000-0001-9140-9722,"Ciências Empresariais","Ana Isabel Barros Pimentel Rodrigues",WBS
WOS:000498270000075,"Water Regime and Nitrogen Management to Cope with Wheat Yield Variability under the Mediterranean Conditions of Southern Portugal",Article,Article,PLANTS-BASEL,2019,8,10,undefined,undefined,undefined,15,"DYR-8555-2022, I-5402-2019, FTW-9732-2022, KML-5585-2024, CFT-3808-2022, DVJ-4304-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000498270000075&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000498270000075&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000498270000075&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2223-7747,undefined,10.3390/plants8100429,"wheat, climate change, climate uncertainty, grain yield, irrigation, nitrogen fertilization, enhanced efficiency fertilizers",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:000790577700034,"Representations of Aging in Nursing and Social Work Students",Meeting,"Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020,1185,undefined,350-358,350,358,9,"GEO-1125-2022, KCD-9797-2024",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000790577700034&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000790577700034&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000790577700034&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1865-0929,978-3-030-41493-1,10.1007/978-3-030-41494-8_34,"Higher education students, Nursing, Social work, Aging, Social representations, Social perceptions, Aged society, Gerontology",0000-0001-9140-9722,"Ciências Empresariais","Ana Isabel Barros Pimentel Rodrigues",WBS
WOS:000735996500001,"Designing and evaluating tourism experiences in senior mobility: an application of the OEC framework",Article,Article,"TOURISM & MANAGEMENT STUDIES",2020,16,4,59-72,59,72,14,"DWC-9828-2022, AFE-6018-2022, IBZ-8119-2023, DSU-5885-2022, H-7872-2012",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000735996500001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000735996500001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000735996500001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2182-8458,undefined,10.18089/tms.2020.160405,"Senior tourism, social tourism, senior experiences, motivations, OEC model, tourism experiences",0000-0001-9140-9722,"Ciências Empresariais","Ana Isabel Barros Pimentel Rodrigues",WBS
WOS:000513180900001,"Spatial and temporal dynamics of irrigation water quality under drought conditions in a large reservoir in Southern Portugal",Article,Article,"ENVIRONMENTAL MONITORING AND ASSESSMENT",2020,192,2,undefined,undefined,undefined,17,"I-5402-2019, G-4112-2016, CPF-5095-2022, KTM-9518-2024, K-9083-2017, DYJ-9862-2022, B-7588-2011",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000513180900001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000513180900001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000513180900001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0167-6369,undefined,10.1007/s10661-019-8048-1,"Irrigation areas, Water salinity, SAR, Drought, Water quality assessment",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:000551722900002,"EXPLORING VISUAL METHODS IN TEACHING TOURISM","Article, Meeting","Article, Proceedings Paper","TOURISM ANALYSIS",2020,25,2-3,203-214,203,214,12,AFE-6018-2022,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000551722900002&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000551722900002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000551722900002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1083-5423,undefined,10.3727/108354220X15758301241710,"Visual methods, Visual data, Reflexive photography, Tourism cartoons",0000-0001-9140-9722,"Ciências Empresariais","Ana Isabel Barros Pimentel Rodrigues",WBS
WOS:000551722900003,"EXPLORING THE POTENTIAL OF NIGHTSCAPE PHOTOGRAPHY FOR TOURISM: PRELIMINARY INSIGHTS","Article, Meeting","Article, Proceedings Paper","TOURISM ANALYSIS",2020,25,2-3,215-225,215,225,11,"ABC-2079-2021, U-1024-2018, AFE-6018-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000551722900003&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000551722900003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000551722900003&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1083-5423,undefined,10.3727/108354220X15758301241738,"Astrotourism, Nightscape, Landscape preferences, Destination image, Photo-elicitation",0000-0001-9140-9722,"Ciências Empresariais","Ana Isabel Barros Pimentel Rodrigues",WBS
WOS:000562856000014,"Soil salinity risk in a climate change scenario and its effect on crop yield","Article, Book","Article, Book Chapter","CLIMATE CHANGE AND SOIL INTERACTIONS",2020,undefined,undefined,351-396,351,396,46,"I-5402-2019, G-4112-2016, K-9083-2017, M-4021-2013",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000562856000014&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000562856000014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000562856000014&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,978-0-12-818032-7,10.1016/B978-0-12-818032-7.00013-8,,0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:000599500400012,"The physio-chemical conditions of surface and groundwater resources in water scarce areas - how droughts affect ions migration",Article,Article,"DESALINATION AND WATER TREATMENT",2020,207,undefined,122-136,122,136,15,"M-3348-2016, AAB-1315-2022, AAV-3137-2020, DYO-3019-2022, FWI-4935-2022, FDK-6143-2022, ESF-7123-2022, I-8820-2012, GBZ-5151-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000599500400012&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000599500400012&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000599500400012&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1944-3994,undefined,10.5004/dwt.2020.26560,"Drought, Water use, Water resources, Ion-migration, Nitrogen cycle, Portugal",0000-0003-3953-8441,"Tecnologias CAplicadas","Ana Cristina Diniz Vicente Pardal",WBS
WOS:000606407100001,"A Textual and Visual Analysis of the Intrinsic Value Dimensions of Romania: Towards a Sustainable Destination Brand",Article,Article,SUSTAINABILITY,2021,13,1,undefined,undefined,undefined,23,"Q-6031-2017, AFE-6018-2022, HTO-5700-2023, D-7476-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000606407100001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000606407100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000606407100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/su13010067,"intrinsic value dimensions, destination image, destination brand promotion, visual data, Romania",0000-0001-9140-9722,"Ciências Empresariais","Ana Isabel Barros Pimentel Rodrigues",WBS
WOS:000606751800008,"From Observations and Pictures to Images: Learning Lab@PP2 in Tourism Classes","Article, Meeting","Article, Proceedings Paper","QUALITATIVE REPORT",2020,25,13,104-118,104,118,15,"AFE-6018-2022, DWC-9828-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000606751800008&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000606751800008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000606751800008&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2160-3715,undefined,undefined,"Experiential Learning, Learning Labs, Participant-Observation, Photovoice, Professional Practice, Tourism Degree, Visual Methods",0000-0001-9140-9722,"Ciências Empresariais","Ana Isabel Barros Pimentel Rodrigues",WBS
WOS:000648625900020,"Destination Image(s) Formed of the Alentejo Litoral/Southwest Region from the Experience of Participating in the MEOSUDOESTE Music Festival",Meeting,"Proceedings Paper","COMPUTER SUPPORTED QUALITATIVE RESEARCH: NEW TRENDS ON QUALITATIVE RESEARCH (WCQR2019)",2020,1068,undefined,239-252,239,252,14,"A-5246-2018, AFE-6018-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000648625900020&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000648625900020&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000648625900020&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2194-5357,978-3-030-31786-7,10.1007/978-3-030-31787-4_20,"Destination image, Impacts, Region, Music festival",0000-0001-9140-9722,"Ciências Empresariais","Ana Isabel Barros Pimentel Rodrigues",WBS
WOS:000703480000010,"Effects of cover crops and irrigation on 'Tempranillo' grapevine and berry physiology: an experiment under the Mediterranean conditions of Southern Portugal",Article,Article,"OENO ONE",2021,55,3,191-208,191,208,18,"I-5402-2019, JIP-6876-2023, HHB-6549-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000703480000010&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000703480000010&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000703480000010&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.20870/oeno-one.2021.55.3.4629,"'Tempranillo' grapevines, soil management, cover crops, irrigation, water relations, gas exchange parameters, Mediterranean environments",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:000707022500007,"Yield, technological quality and water footprints of wheat under Mediterranean climate conditions: A field experiment to evaluate the effects of irrigation and nitrogen fertilization strategies",Article,Article,"AGRICULTURAL WATER MANAGEMENT",2021,258,undefined,undefined,undefined,undefined,14,"I-5402-2019, FPK-6581-2022, FTW-9732-2022, CKZ-1472-2022, DPN-9705-2022, FTM-8518-2022, CFT-3808-2022, DVJ-4304-2022, DYR-8555-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000707022500007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000707022500007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000707022500007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,0378-3774,undefined,10.1016/j.agwat.2021.107214,"Wheat, Water footprint, Irrigation water productivity, Nitrogen fertilization, Factor analysis, Multivariate linear regression",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:000917620900001,"The Development of Research Skills in Nursing Postgraduate Training",Article,Article,"EDUCATION SCIENCES",2022,12,2,undefined,undefined,undefined,9,"AAQ-9285-2020, Y-5003-2018, HNF-9692-2023, GZL-2698-2022, KHW-7048-2024, AAQ-8792-2020, H-7607-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000917620900001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000917620900001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000917620900001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/educsci12020078,"evidence-based clinical practice, postgraduate education, learning, professional competence, students",0000-0002-8514-2264,Saúde,"Ana Clara Pica Nunes",WBS
WOS:000788279700035,"Electrolyte Imbalances in the Elderly",Meeting,"Proceedings Paper","GERONTECHNOLOGY IV",2022,undefined,undefined,378-387,378,387,10,"DRP-1000-2022, AAQ-9285-2020, AAH-5613-2020, AAC-6207-2022, GZL-2698-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700035&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700035&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700035&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2195-271X,978-3-030-97523-4,10.1007/978-3-030-97524-1_35,"Electrolyte imbalances, Elderly, Nursing interventions, Control, Prevention",0000-0002-8514-2264,Saúde,"Ana Clara Pica Nunes",WBS
WOS:000788279700022,"The Practice of Physical Activity in a Person with Type 2 Diabetes Mellitus",Meeting,"Proceedings Paper","GERONTECHNOLOGY IV",2022,undefined,undefined,233-244,233,244,12,"JLP-1763-2023, AAQ-9285-2020, GZL-2698-2022, AAH-5613-2020, AAC-6207-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700022&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700022&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000788279700022&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,2195-271X,978-3-030-97523-4,10.1007/978-3-030-97524-1_22,"Nursing care, Type 2 diabetes mellitus, Physical activity",0000-0002-8514-2264,Saúde,"Ana Clara Pica Nunes",WBS
WOS:000806948300001,"Applying Risk Indices to Assess and Manage Soil Salinization and Sodification in Crop Fields within a Mediterranean Hydro-Agricultural Area",Article,Article,WATER,2021,13,21,undefined,undefined,undefined,14,"I-5402-2019, M-4119-2013, I-6236-2015, DVJ-4304-2022, DVT-6541-2022, JMW-5923-2023, DVS-4109-2022, EXU-5394-2022, GMF-9968-2022, ESP-0318-2022, CFT-3808-2022, DYR-8555-2022, G-4112-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000806948300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000806948300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000806948300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/w13213070,"irrigation water quality, irrigation areas, risk assessment, soil salinization, soil sodification, soil and water management practices",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:000875973700001,"Insights into the Spatial and Temporal Variability of Soil Attributes in Irrigated Farm Fields and Correlations with Management Practices: A Multivariate Statistical Approach",Article,Article,WATER,2022,14,20,undefined,undefined,undefined,13,"I-5402-2019, JMW-5923-2023, DVT-6541-2022, DVS-4109-2022, DVJ-4304-2022, ESP-0318-2022, CFT-3808-2022, I-6236-2015, DYR-8555-2022, G-4112-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000875973700001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000875973700001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000875973700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/w14203216,"irrigation, soil indicators, factor analysis, discriminant analysis, agronomical practices, soil health",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:000902618100001,"Monitoring and Prediction of Particulate Matter (PM<sub>2.5</sub> and PM<sub>10</sub>) around the Ipbeja Campus",Article,Article,SUSTAINABILITY,2022,14,24,undefined,undefined,undefined,9,"AGI-5513-2022, CCK-3330-2022, DYO-3019-2022, HKV-7591-2023, FJL-1164-2022",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000902618100001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000902618100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000902618100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/su142416892,"particulate matter, air quality, neural networks, NARX",0000-0003-3953-8441,"Tecnologias CAplicadas","Ana Cristina Diniz Vicente Pardal",WBS
WOS:000956205800001,"Using travel blogs to explore the image of Romania as an emerging tourism destination",Article,Article,"EUROPEAN JOURNAL OF TOURISM RESEARCH",2023,34,undefined,undefined,undefined,undefined,21,"Q-6031-2017, AFE-6018-2022, D-7476-2016",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000956205800001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000956205800001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000956205800001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1994-7658,undefined,10.54055/ejtr.v34i.2566,"travel blogs, Romania, destination image, tourists? perceptions, content analysis",0000-0001-9140-9722,"Ciências Empresariais","Ana Isabel Barros Pimentel Rodrigues",WBS
WOS:000991172300001,"Effects of Mineral and Organic Fertilization on Forage Maize Yield, Soil Carbon Balance, and NPK Budgets, Under Rainfed Conditions in the Azores Islands (Portugal)",Article,Article,"INTERNATIONAL JOURNAL OF PLANT PRODUCTION",2023,17,3,463-475,463,475,13,"HHB-6549-2022, AAX-9243-2021, I-5402-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000991172300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000991172300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:000991172300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,1735-6814,undefined,10.1007/s42106-023-00250-7,"Green organic fertilizer, Nutrients balance, Slurry, Soil carbon dynamics, Zea mays L",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
WOS:001017270600001,"Efficacy of Health Promotion Interventions Aimed to Improve Health Gains in Middle-Aged Adults-A Systematic Review",Review,Review,GERIATRICS,2023,8,3,undefined,undefined,undefined,13,"FSM-7457-2022, LBS-7239-2024, LSK-0830-2024, KHW-7048-2024, AAE-1096-2019, HKN-4578-2023",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001017270600001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001017270600001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001017270600001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/geriatrics8030050,"lifestyle, promoting health, middle-aged adults, health gains, quality of life, well-being",0000-0002-5528-3154,Saúde,"Ana Maria Grego Dias Sobral Canhestro",WBS
WOS:001031070300001,"Sustainability of High-Density Olive Orchards: Hints for Irrigation Management and Agroecological Approaches",Review,Review,WATER,2023,15,13,undefined,undefined,undefined,20,"HIZ-8266-2022, FQG-9196-2022, DYR-8555-2022, I-5402-2019",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001031070300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001031070300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=1231231232113&SrcAuth=WosAPI&KeyUT=WOS:001031070300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,undefined,undefined,10.3390/w15132486,"irrigated olive orchards, high density, hedgerow, irrigation strategies, soil management",0000-0001-9129-112X,Biociências,"Alexandra Telo da Costa Trincalhetas Tomaz",WBS
