undefined,"Costa C.A.R.d. undefined",---,---,Article,1,"Evaluation of physicochemical properties, bioactive compounds, and antioxidant activity in traditional and decaffeinated coffee blends from the Cerrado Mineiro Region in Brazil","Food and Humanity",undefined,undefined,10.1016/j.foohum.2024.100388,undefined,2024-12-01,Scopus,empty,empty
undefined,"Macedo M.I.V.Q. undefined",---,---,Article,0,"Structuring and analyzing initiatives that facilitate organizational transformation processes: A sociotechnical approach","Technological Forecasting and Social Change",undefined,undefined,10.1016/j.techfore.2024.123739,00401625,2024-12-01,Scopus,empty,empty
undefined,"Eleiwa A. undefined",---,---,Article,1,"Hybrid assembly and comparative genomics unveil insights into the evolution and biology of the red-legged partridge","Scientific Reports",undefined,undefined,10.1038/s41598-024-70018-0,undefined,2024-12-01,Scopus,empty,empty
undefined,"Caeiro J.J. undefined",---,---,Article,0,"Comparison of milk-clotting activity measurement using the Berridge's operator-based approach and a proposed digital method","International Dairy Journal",undefined,undefined,10.1016/j.idairyj.2024.106055,09586946,2024-12-01,Scopus,empty,empty
undefined,"Ferreira R. undefined",---,---,Article,1,"Transitional care for older persons with need of geriatric rehabilitation nursing interventions","BMC Nursing",undefined,undefined,10.1186/s12912-024-02050-4,undefined,2024-12-01,Scopus,empty,empty
undefined,"Rosário J. undefined",---,---,Article,1,"Efficacy of health literacy interventions aimed to improve health gains of higher education students—a systematic review","BMC Public Health",undefined,undefined,10.1186/s12889-024-18358-4,undefined,2024-12-01,Scopus,empty,empty
undefined,"Gaspar D. undefined",---,---,Erratum,1,"Correction to: Genome-wide association study identifies genetic variants underlying footrot in Portuguese Merino sheep (BMC Genomics, (2024), 25, 1, (100), 10.1186/s12864-023-09844-x)","BMC Genomics",undefined,undefined,10.1186/s12864-024-10130-7,undefined,2024-12-01,Scopus,empty,empty
undefined,"Gaspar D. undefined",---,---,Article,1,"Genome-wide association study identifies genetic variants underlying footrot in Portuguese Merino sheep","BMC Genomics",undefined,undefined,10.1186/s12864-023-09844-x,undefined,2024-12-01,Scopus,empty,empty
undefined,"Neto C. undefined",---,---,Article,1,"Effect of Different Irrigated Crop Successions on Soil Carbon and Nitrogen–Phosphorus–Potassium Budget Under Mediterranean Conditions","Agriculture (Switzerland)",undefined,undefined,10.3390/agriculture14111908,undefined,2024-11-01,Scopus,empty,empty
undefined,"Silva R.M. undefined",---,---,Article,1,"The Effects of Post-Warm-Up Active and Passive Rest Periods on a Vigilance Task in Karate Athletes","Behavioral Sciences",undefined,undefined,10.3390/bs14111102,undefined,2024-11-01,Scopus,empty,empty
undefined,"Rosa D. undefined",---,---,Article,1,"Sesquiterpene lactones enriched-fractions obtained from Cynara cardunculus extract diaultrafiltration","Industrial Crops and Products",undefined,undefined,10.1016/j.indcrop.2024.118926,09266690,2024-10-15,Scopus,empty,empty
undefined,"Rusillo-Magdaleno A. undefined",---,---,Review,1,"Influence and Relationship of Physical Activity before, during and after the School Day on Bullying and Cyberbullying in Young People: A Systematic Review","Education Sciences",undefined,undefined,10.3390/educsci14101094,undefined,2024-10-01,Scopus,empty,empty
undefined,"Rosa D. undefined",---,---,Article,1,"Phytotoxic Activity of Sesquiterpene Lactones-Enriched Fractions from Cynara cardunculus L. Leaves on Pre-Emergent and Post-Emergent Weed Species and Putative Mode of Action",Plants,undefined,undefined,10.3390/plants13192758,undefined,2024-10-01,Scopus,empty,empty
undefined,"Guise I. undefined",---,---,Article,1,"Climate change is expected to severely impact Protected Designation of Origin olive growing regions over the Iberian Peninsula","Agricultural Systems",undefined,undefined,10.1016/j.agsy.2024.104108,0308521X,2024-10-01,Scopus,empty,empty
undefined,"Oliveira P.S.P.C. undefined",---,---,Article,1,"Analyzing the causal dynamics of circular-economy drivers in SMES using interpretive structural modeling","Energy Economics",undefined,undefined,10.1016/j.eneco.2024.107842,01409883,2024-10-01,Scopus,empty,empty
undefined,"Soldado D. undefined",---,---,Article,0,"Inclusion of the Cistus ladanifer L. plant and its condensed tannin extract in lamb diets - Effects on animal antioxidant status and oxidative stability of meat","Animal Feed Science and Technology",undefined,undefined,10.1016/j.anifeedsci.2024.116070,03778401,2024-10-01,Scopus,empty,empty
undefined,"Cartas J. undefined",---,---,Article,1,"Influence of geographical origin in the physical and bioactive parameters of single origin dark chocolate","European Food Research and Technology",undefined,undefined,10.1007/s00217-024-04558-0,14382377,2024-10-01,Scopus,empty,empty
undefined,"Mestre T.D. undefined",---,---,Note,0,"Commentary: Factors affecting the oral health of patients in intensive care units: a prospective observational study","Journal of Research in Nursing",undefined,undefined,10.1177/17449871241283033,17449871,2024-09-01,Scopus,empty,empty
undefined,"Barros J.P. undefined",---,---,"Conference Paper",0,"Promoting Deep Learning Through a Concept Map-Building Collaborative Activity in an Introductory Programming Course","OpenAccess Series in Informatics",undefined,undefined,10.4230/OASIcs.ICPEC.2024.7,21906807,2024-09-01,Scopus,empty,empty
undefined,"Espírito Santo J. undefined",---,---,Review,1,"The Efficacy of Manual Therapy on Musculoskeletal Pain in Menopause: A Systematic Review","Healthcare (Switzerland)",undefined,undefined,10.3390/healthcare12181838,undefined,2024-09-01,Scopus,empty,empty
undefined,"Fidalgo L.G. undefined",---,---,Article,1,"Quality Changes on Cod Fish (Gadus morhua) during Desalting Process and Subsequent High-Pressure Pasteurization","Applied Sciences (Switzerland)",undefined,undefined,10.3390/app14188260,undefined,2024-09-01,Scopus,empty,empty
undefined,"Silva C. undefined",---,---,Article,1,"Depression, Loneliness and Quality of Life in Institutionalised and Non-Institutionalised Older Adults in Portugal: A Cross-Sectional Study","Nursing Reports",undefined,undefined,10.3390/nursrep14030174,2039439X,2024-09-01,Scopus,empty,empty
undefined,"Silva C. undefined",---,---,Article,1,"Evaluation of the Psychometric Properties of the 18-Items Dysfunctional Attitudes Scale (Form B) in a Portuguese Sample of People Aged 60 and Over","Nursing Reports",undefined,undefined,10.3390/nursrep14030165,2039439X,2024-09-01,Scopus,empty,empty
undefined,"Oliveira C.J. undefined",---,---,Article,1,"Medication Adherence in Adults with Chronic Diseases in Primary Healthcare: A Quality Improvement Project","Nursing Reports",undefined,undefined,10.3390/nursrep14030129,2039439X,2024-09-01,Scopus,empty,empty
undefined,"Rosário J. undefined",---,---,Article,1,"Health literacy and its determinants among higher education students in the Alentejo region of southern Portugal—A cross-sectional survey","PLoS ONE",undefined,undefined,10.1371/journal.pone.0309806,undefined,2024-09-01,Scopus,empty,empty
GCJ-5992-2022,"Ivone Torrado","Beatriz Guapo Neves | Maria da Conceição Fernandes | Florbela Carvalheiro | Helena Pereira | Luís C. Duarte",---,"Article gergegerggerg",Desconhecido,"Microwave-assisted hydrothermal processing of pine nut shells for oligosaccharide production","Biomass Conversion and Biorefinery","Fundação para a Ciência e a Tecnologia",ALT20-05-3559-ESF-000076,10.1007/s13399-023-05244-z,21906815,2024-01-01,Scopus,empty,empty
undefined,"Alves E. undefined",---,---,Article,1,"Health-related outcomes of structured home-based rehabilitation programs among older adults: A systematic literature review",Heliyon,undefined,undefined,10.1016/j.heliyon.2024.e35351,24058440,2024-08-15,Scopus,empty,empty
undefined,"Saúde S. undefined",---,---,Article,1,"Impacts of Generative Artificial Intelligence in Higher Education: Research Trends and Students’ Perceptions","Social Sciences",undefined,undefined,10.3390/socsci13080410,undefined,2024-08-01,Scopus,empty,empty
undefined,"Pink M. undefined",---,---,Article,0,"Perception and awareness of the bioeconomy: an empirical study of chosen European academia","International Journal of Sustainability in Higher Education",undefined,undefined,10.1108/IJSHE-01-2023-0002,14676370,2024-07-19,Scopus,empty,empty
undefined,"Boné M. undefined",---,---,Article,0,"BASIC LIFE SUPPORT IN 9TH GRADE: TEACHING METHODOLOGIES FROM STUDENTS’ VIEW","Millenium: Journal of Education, Technologies, and Health",undefined,undefined,10.29352/mill0225.36662,08733015,2024-07-15,Scopus,empty,empty
undefined,"Reis M. undefined",---,---,Article,0,"Comparison of optimal harvesting policies with general logistic growth and a general harvesting function","Mathematical Methods in the Applied Sciences",undefined,undefined,10.1002/mma.10004,01704214,2024-07-15,Scopus,empty,empty
undefined,"Casaleiro T. undefined",---,---,Article,1,"Promoting Spiritual Coping of Family Caregivers of an Adult Relative with Severe Mental Illness: Development and Test of a Nursing Intervention","Healthcare (Switzerland)",undefined,undefined,10.3390/healthcare12131247,undefined,2024-07-01,Scopus,empty,empty
